GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref	Araport11	Araport11_Description	InterPro	InterPro_Description	SwissProt	SwissProt_Description	TrEMBL	TrEMBL_Description
PITG_09311	uncharacterized protein		protein_coding	NW_003303745.1:2051258-2056486	-	GeneID:9461788	AT2G19311.1		IPR000001;IPR000002					
PITG_09312	uncharacterized protein		protein_coding	NW_003303745.1:2058414-2059069	+	GeneID:9461789	AT3G19312.1		IPR000001;IPR000002					
PITG_09313	uncharacterized protein		protein_coding	NW_003303745.1:2060271-2063280	-	GeneID:9461790	AT4G19313.1		IPR000001;IPR000002					
PITG_09314	uncharacterized protein		protein_coding	NW_003303745.1:2063423-2064205	-	GeneID:9461791	AT5G19314.1		IPR000001;IPR000002					
PITG_09315	uncharacterized protein		protein_coding	NW_003303745.1:2064343-2065423	-	GeneID:9461792	AT1G19315.1		IPR000001;IPR000002					
PITG_09316	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303745.1:2070858-2072003	-	GeneID:9461793	AT2G19316.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A00CEEF4	
PITG_09317	uncharacterized protein		protein_coding	NW_003303745.1:2076549-2077012	+	GeneID:9461794	AT3G19317.1		IPR000001;IPR000002					
PITG_09318	uncharacterized protein		protein_coding	NW_003303745.1:2119915-2120452	-	GeneID:9461795	AT4G19318.1		IPR000001;IPR000002					
PITG_09319	uncharacterized protein		protein_coding	NW_003303745.1:2123160-2125002	+	GeneID:9461796	AT5G19319.1		IPR000001;IPR000002					
PITG_09320	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303745.1:2135123-2137373	+	GeneID:9461797	AT1G19320.1	ATP-binding Cassette (ABC) Superfamily	IPR002048;IPR016024				A0ACC6C51D	
PITG_09321	uncharacterized protein		protein_coding	NW_003303745.1:2143554-2144209	-	GeneID:9461798	AT2G19321.1		IPR000001;IPR000002					
PITG_09322	uncharacterized protein		protein_coding	NW_003303745.1:2153916-2154748	-	GeneID:9461799	AT3G19322.1		IPR000001;IPR000002					
PITG_09323	uncharacterized protein		protein_coding	NW_003303745.1:2155362-2156614	+	GeneID:9461800	AT4G19323.1		IPR000001;IPR000002					
PITG_09324	crinkler (CRN) family protein		protein_coding	NW_003303745.1:2203720-2204546	+	GeneID:9461801	AT5G19324.1	crinkler (CRN) family protein	IPR000001;IPR000002				A0A2C8EA34	
PITG_09329	uncharacterized protein		protein_coding	NW_003303745.1:2224422-2225813	-	GeneID:9461803	AT5G19329.1		IPR000001;IPR000002					
PITG_09330	uncharacterized protein		protein_coding	NW_003303745.1:2225991-2226674	+	GeneID:9461804	AT1G19330.1		IPR000001;IPR000002					
PITG_09331	uncharacterized protein		protein_coding	NW_003303745.1:2226712-2227496	+	GeneID:9461805	AT2G19331.1		IPR000001;IPR000002					
PITG_09332	uncharacterized protein		protein_coding	NW_003303745.1:2227529-2228660	-	GeneID:9461806	AT3G19332.1		IPR000001;IPR000002					
PITG_09333	uncharacterized protein		protein_coding	NW_003303745.1:2229060-2230428	+	GeneID:9461807	AT4G19333.1		IPR000001;IPR000002					
PITG_09341	uncharacterized protein		protein_coding	NW_003303745.1:2425310-2426457	+	GeneID:9461811	AT2G19341.1		IPR000001;IPR000002					
PITG_09342	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303745.1:2427107-2428798	+	GeneID:9461812	AT3G19342.1	Major Facilitator Superfamily (MFS)	IPR000001;IPR000002				A0A2D0453E	
PITG_09343	uncharacterized protein		protein_coding	NW_003303745.1:2431041-2432169	+	GeneID:9461813	AT4G19343.1		IPR000001;IPR000002					
PITG_09344	kinesin-like protein		protein_coding	NW_003303745.1:2433079-2435596	+	GeneID:9461814	AT5G19344.1	kinesin-like protein	IPR000001;IPR000002				A0AE65F522	
PITG_09345	40S ribosomal protein S5-2		protein_coding	NW_003303745.1:2435662-2436722	-	GeneID:9461815	AT1G19345.1	40S ribosomal protein S5-2	IPR000504;IPR012336				A0AB157BAD	
PITG_09346	uncharacterized protein		protein_coding	NW_003303745.1:2437421-2438527	+	GeneID:9461816	AT2G19346.1		IPR000001;IPR000002					
PITG_09348	glutaredoxin, putative		protein_coding	NW_003303745.1:2481015-2482462	+	GeneID:9461817	AT4G19348.1	glutaredoxin	IPR000001;IPR000002	Q77D31	Q77D31		A0AC9DCA51	
PITG_09349	translation elongation factor 1-alpha, putative		protein_coding	NW_003303745.1:2482540-2484962	-	GeneID:9461818	AT5G19349.1	translation elongation factor 1-alpha	IPR000001;IPR000002				A0A2E18724	
PITG_09350	aquaporin, putative		protein_coding	NW_003303745.1:2486995-2487897	+	GeneID:9461819	AT1G19350.1	aquaporin	IPR000001;IPR000002				A0A49463B7	
PITG_09351	uncharacterized protein		protein_coding	NW_003303745.1:2508640-2509124	-	GeneID:9461820	AT2G19351.1		IPR000001;IPR000002					
PITG_09352	uncharacterized protein		protein_coding	NW_003303745.1:2509193-2510459	-	GeneID:9461821	AT3G19352.1		IPR000001;IPR000002					
PITG_09354	aquaporin, putative		protein_coding	NW_003303745.1:2512989-2513854	+	GeneID:9461822	AT5G19354.1	aquaporin	IPR000001;IPR000002				A0ABC12BF7	
PITG_09355	aquaporin, putative		protein_coding	NW_003303745.1:2546498-2547370	+	GeneID:9474920	AT1G19355.1	aquaporin	IPR000001;IPR000002				A0A6A1775E	
PITG_09356	aquaporin, putative		protein_coding	NW_003303745.1:2548127-2549032	+	GeneID:9474921	AT2G19356.1	aquaporin	IPR000001;IPR000002				A0A7BD23F7	
PITG_09358	uncharacterized protein		protein_coding	NW_003303745.1:2574775-2575857	-	GeneID:9474922	AT4G19358.1		IPR000001;IPR000002					
PITG_09359	uncharacterized protein		protein_coding	NW_003303745.1:2576795-2577289	-	GeneID:9474923	AT5G19359.1		IPR000001;IPR000002					
PITG_09360	uncharacterized protein		protein_coding	NW_003303745.1:2599440-2604716	-	GeneID:9474924	AT1G19360.1		IPR000001;IPR000002					
PITG_09361	glycosyl hydrolase, putative		protein_coding	NW_003303745.1:2605407-2607744	+	GeneID:9474925	AT2G19361.1	glycosyl hydrolase	IPR001547;IPR017853				A0A1B90791	
PITG_09362	uncharacterized protein		protein_coding	NW_003303745.1:2608407-2610524	+	GeneID:9474926	AT3G19362.1		IPR000001;IPR000002					
PITG_09364	uncharacterized protein		protein_coding	NW_003303745.1:2650067-2651025	+	GeneID:9474927	AT5G19364.1		IPR000001;IPR000002					
PITG_09365	uncharacterized protein		protein_coding	NW_003303745.1:2651312-2651965	-	GeneID:9474928	AT1G19365.1		IPR000001;IPR000002					
PITG_09366	uncharacterized protein		protein_coding	NW_003303745.1:2652612-2653314	-	GeneID:9474929	AT2G19366.1		IPR000001;IPR000002					
PITG_09367	sterol 3-beta-glucosyltransferase, putative		protein_coding	NW_003303745.1:2654494-2659524	+	GeneID:9474930	AT3G19367.1	sterol 3-beta-glucosyltransferase	IPR005150;IPR013015				A0A8265D08	
PITG_09368	uncharacterized protein		protein_coding	NW_003303745.1:2667423-2667992	+	GeneID:9474931	AT4G19368.1		IPR000001;IPR000002					
PITG_09370	uncharacterized protein		protein_coding	NW_003303745.1:2677302-2679122	+	GeneID:9474932	AT1G19370.1		IPR000001;IPR000002					
PITG_09374	uncharacterized protein		protein_coding	NW_003303745.1:2701750-2704746	-	GeneID:9474933	AT5G19374.1		IPR000001;IPR000002					
PITG_09375	cGMP-dependent protein kinase, putative		protein_coding	NW_003303745.1:2705238-2710209	+	GeneID:9474934	AT1G19375.1	cGMP-dependent protein kinase	IPR011009;IPR000719				A0A6B9A31A	
PITG_09376	uncharacterized protein		protein_coding	NW_003303745.1:2710499-2716101	+	GeneID:9474935	AT2G19376.1		IPR000001;IPR000002					
PITG_09377	ER degradation-enhancing alpha-mannosidase-like protein		protein_coding	NW_003303745.1:2716171-2718372	-	GeneID:9474936	AT3G19377.1	ER degradation-enhancing alpha-mannosidase-like protein	IPR000001;IPR000002	Q540F1	Q540F1		A0A024C81A	
PITG_09378	uncharacterized protein		protein_coding	NW_003303745.1:2719434-2720551	-	GeneID:9474937	AT4G19378.1		IPR000001;IPR000002					
PITG_09381	uncharacterized protein		protein_coding	NW_003303745.1:2758423-2759343	+	GeneID:9474938	AT2G19381.1		IPR000001;IPR000002					
PITG_09383	aquaporin, putative		protein_coding	NW_003303745.1:2824064-2824888	-	GeneID:9474939	AT4G19383.1	aquaporin	IPR000001;IPR000002				A0AE083A1C	
PITG_09384	aquaporin, putative		protein_coding	NW_003303745.1:2825233-2826057	-	GeneID:9474940	AT5G19384.1	aquaporin	IPR000001;IPR000002				A0A046C944	
PITG_09386	aquaporin, putative		protein_coding	NW_003303745.1:2830938-2831762	+	GeneID:9474941	AT2G19386.1	aquaporin	IPR000001;IPR000002				A0A3CF5324	
PITG_09387	aspartyl protease family A01A, putative		protein_coding	NW_003303745.1:2832154-2834913	+	GeneID:9474942	AT3G19387.1	aspartyl protease family A01A	IPR001563;IPR024079	Q95422	Q95422		A0A7E7290B	
PITG_09388	GPN-loop GTPase 2, putative		protein_coding	NW_003303745.1:2835105-2836260	+	GeneID:9474943	AT4G19388.1	GPN-loop GTPase 2	IPR000001;IPR000002				A0A5AADCE6	
PITG_09389	trehalose-phosphatase, putative		protein_coding	NW_003303745.1:2836273-2840141	-	GeneID:9474944	AT5G19389.1	trehalose-phosphatase	IPR004843;IPR015655				A0A49C192B	
PITG_09393	pyruvate kinase		protein_coding	NW_003303745.1:2923428-2924993	-	GeneID:9474945	AT4G19393.1	pyruvate kinase	IPR011009;IPR000719	Q4DE97	Q4DE97		A0A3B2D716	
PITG_09394	pyruvate kinase		protein_coding	NW_003303745.1:2925343-2926747	-	GeneID:9474946	AT5G19394.1	pyruvate kinase	IPR011009;IPR000719	Q4DE97	Q4DE97		A0A85A5507	
PITG_09400	pyruvate kinase		protein_coding	NW_003303745.1:3008064-3009952	+	GeneID:9474947	AT1G19400.1	pyruvate kinase	IPR011009;IPR000719	Q4DE97	Q4DE97		A0A578F807	
PITG_09401	pre-mRNA-splicing factor ini1		protein_coding	NW_003303745.1:3011160-3011492	-	GeneID:9474948	AT2G19401.1	pre-mRNA-splicing factor ini1	IPR000504;IPR012336				A0A6B1CAF8	
PITG_09402	phosphoglycerate kinase		protein_coding	NW_003303745.1:3013409-3014389	-	GeneID:9474949	AT3G19402.1	phosphoglycerate kinase	IPR011009;IPR000719	Q781A1	Q781A1		A0A92D129D	
PITG_09403	uncharacterized protein		protein_coding	NW_003303745.1:3017713-3018295	+	GeneID:9474950	AT4G19403.1		IPR000001;IPR000002					
PITG_09404	myosin-like protein		protein_coding	NW_003303745.1:3018741-3023623	+	GeneID:9474951	AT5G19404.1	myosin-like protein	IPR000001;IPR000002				A0ADBE9A6B	
PITG_09405	ribosomal RNA large subunit methyltransferase J, putative		protein_coding	NW_003303745.1:3023634-3024425	-	GeneID:9474952	AT1G19405.1	ribosomal RNA large subunit methyltransferase J	IPR000504;IPR012336	Q168E1	Q168E1		A0A61CC164	
PITG_09406	uncharacterized protein		protein_coding	NW_003303745.1:3030874-3031264	+	GeneID:9474953	AT2G19406.1		IPR000001;IPR000002					
PITG_09407	uncharacterized protein		protein_coding	NW_003303745.1:3039965-3040443	+	GeneID:9474954	AT3G19407.1		IPR000001;IPR000002					
PITG_09408	UDP-N-acetylglucosamine transporter, putative		protein_coding	NW_003303745.1:3042113-3043092	-	GeneID:9474955	AT4G19408.1	UDP-N-acetylglucosamine transporter	IPR003439;IPR003593				A0AA095FBA	
PITG_09409	uncharacterized protein		protein_coding	NW_003303745.1:3043542-3045155	+	GeneID:9474956	AT5G19409.1		IPR000001;IPR000002					
PITG_09410	uncharacterized protein		protein_coding	NW_003303745.1:3045283-3047536	+	GeneID:9474957	AT1G19410.1		IPR000001;IPR000002					
PITG_09411	uncharacterized protein		protein_coding	NW_003303745.1:3049753-3055429	+	GeneID:9474958	AT2G19411.1		IPR000001;IPR000002					
PITG_09412	sterol 3-beta-glucosyltransferase, putative		protein_coding	NW_003303745.1:3056609-3060861	+	GeneID:9474959	AT3G19412.1	sterol 3-beta-glucosyltransferase	IPR005150;IPR013015				A0AE567830	
PITG_09413	sterol 3-beta-glucosyltransferase, putative		protein_coding	NW_003303745.1:3061069-3065658	-	GeneID:9474960	AT4G19413.1	sterol 3-beta-glucosyltransferase	IPR005150;IPR013015				A0AFFDE554	
PITG_09414	uncharacterized protein		protein_coding	NW_003303745.1:3066541-3067336	+	GeneID:9474961	AT5G19414.1		IPR000001;IPR000002					
PITG_09415	ethanolamine kinase, putative		protein_coding	NW_003303745.1:3067528-3069281	-	GeneID:9474962	AT1G19415.1	ethanolamine kinase	IPR011009;IPR000719				A0AF3B78E5	
PITG_09416	uncharacterized protein		protein_coding	NW_003303745.1:3070482-3070875	+	GeneID:9474963	AT2G19416.1		IPR000001;IPR000002					
PITG_09418	amino acid/auxin permease-like protein		protein_coding	NW_003303744.1:3178-3784	+	GeneID:9470421	AT4G19418.1	amino acid/auxin permease-like protein	IPR000001;IPR000002				A0A1A9EBE3	
PITG_09419	gamma-soluble NSF attachment protein, putative		protein_coding	NW_003303744.1:48220-51176	+	GeneID:9462551	AT5G19419.1	gamma-soluble NSF attachment protein	IPR000001;IPR000002				A0AF79EEE0	
PITG_09420	uncharacterized protein		protein_coding	NW_003303744.1:51175-52724	-	GeneID:9462552	AT1G19420.1		IPR000001;IPR000002					
PITG_09422	uncharacterized protein		protein_coding	NW_003303744.1:142525-143987	+	GeneID:9462553	AT3G19422.1		IPR000001;IPR000002					
PITG_09423	uncharacterized protein		protein_coding	NW_003303744.1:144310-146171	-	GeneID:9462554	AT4G19423.1		IPR000001;IPR000002					
PITG_09424	uncharacterized protein		protein_coding	NW_003303744.1:146248-147438	+	GeneID:9462555	AT5G19424.1		IPR000001;IPR000002					
PITG_09425	DNA-directed RNA polymerase III subunit RPC5-like protein		protein_coding	NW_003303744.1:147443-149083	-	GeneID:9462556	AT1G19425.1	DNA-directed RNA polymerase III subunit RPC5-like protein	IPR000504;IPR012336				A0A21E5C0F	
PITG_09426	uncharacterized protein		protein_coding	NW_003303744.1:149204-150534	+	GeneID:9462541	AT2G19426.1		IPR000001;IPR000002					
PITG_09427	uncharacterized protein		protein_coding	NW_003303744.1:151031-151816	-	GeneID:9462542	AT3G19427.1		IPR000001;IPR000002					
PITG_09428	uncharacterized protein		protein_coding	NW_003303744.1:152574-153539	+	GeneID:9462543	AT4G19428.1		IPR000001;IPR000002					
PITG_09429	uncharacterized protein		protein_coding	NW_003303744.1:162558-162889	+	GeneID:9462544	AT5G19429.1		IPR000001;IPR000002					
PITG_09430	trafficking protein particle complex subunit 2, putative		protein_coding	NW_003303744.1:227445-228889	+	GeneID:9462545	AT1G19430.1	trafficking protein particle complex subunit 2	IPR000001;IPR000002				A0AC7F194D	
PITG_09431	40S ribosomal protein S19-3		protein_coding	NW_003303744.1:228011-228956	-	GeneID:9462546	AT2G19431.1	40S ribosomal protein S19-3	IPR000504;IPR012336				A0AEE68553	
PITG_09432	nucleolar protein NOP5		protein_coding	NW_003303744.1:228932-230796	+	GeneID:9462548	AT3G19432.1	nucleolar protein NOP5	IPR000001;IPR000002	Q577A5	Q577A5		A0AABBCE84	
PITG_09433	uncharacterized protein		protein_coding	NW_003303744.1:231082-231375	+	GeneID:9462547	AT4G19433.1		IPR000001;IPR000002					
PITG_09434	uncharacterized protein		protein_coding	NW_003303744.1:231398-232136	-	GeneID:9462549	AT5G19434.1		IPR000001;IPR000002					
PITG_09435	uncharacterized protein		protein_coding	NW_003303744.1:232544-235968	+	GeneID:9462550	AT1G19435.1		IPR000001;IPR000002					
PITG_09436	uncharacterized protein		protein_coding	NW_003303744.1:235898-236606	-	GeneID:9462557	AT2G19436.1		IPR000001;IPR000002					
PITG_09437	uncharacterized protein		protein_coding	NW_003303744.1:236696-237671	-	GeneID:9462558	AT3G19437.1		IPR000001;IPR000002					
PITG_09438	uncharacterized protein		protein_coding	NW_003303744.1:237813-238391	+	GeneID:9462559	AT4G19438.1		IPR000001;IPR000002					
PITG_09439	uncharacterized protein		protein_coding	NW_003303744.1:238428-239990	-	GeneID:9462560	AT5G19439.1		IPR000001;IPR000002					
PITG_09440	uncharacterized protein		protein_coding	NW_003303744.1:240125-241149	+	GeneID:9462561	AT1G19440.1		IPR000001;IPR000002					
PITG_09441	Mitochondrial Protein Translocase (MPT) Family		protein_coding	NW_003303744.1:242038-242436	+	GeneID:9462562	AT2G19441.1	Mitochondrial Protein Translocase (MPT) Family	IPR000001;IPR000002				A0AEFB447B	
PITG_09442	40S ribosomal protein S21		protein_coding	NW_003303744.1:242577-243235	-	GeneID:9462563	AT3G19442.1	40S ribosomal protein S21	IPR000504;IPR012336	Q39226	Q39226		A0AEA87672	
PITG_09443	prefoldin subunit 2, putative		protein_coding	NW_003303744.1:243401-243989	+	GeneID:9462564	AT4G19443.1	prefoldin subunit 2	IPR000001;IPR000002				A0AC92891F	
PITG_09444	uncharacterized protein		protein_coding	NW_003303744.1:243931-244982	-	GeneID:9462565	AT5G19444.1		IPR000001;IPR000002					
PITG_09445	uncharacterized protein		protein_coding	NW_003303744.1:245179-245811	+	GeneID:9462566	AT1G19445.1		IPR000001;IPR000002					
PITG_09446	uncharacterized protein		protein_coding	NW_003303744.1:246002-246791	-	GeneID:9462567	AT2G19446.1		IPR000001;IPR000002					
PITG_09447	uncharacterized protein		protein_coding	NW_003303744.1:246977-251242	-	GeneID:9462568	AT3G19447.1		IPR000001;IPR000002					
PITG_09448	uncharacterized protein		protein_coding	NW_003303744.1:251351-254288	-	GeneID:9462569	AT4G19448.1		IPR000001;IPR000002					
PITG_09449	SCO1 family protein		protein_coding	NW_003303744.1:254508-255423	+	GeneID:9462570	AT5G19449.1	SCO1 family protein	IPR000001;IPR000002				A0A9D90BE5	
PITG_09450	uncharacterized protein		protein_coding	NW_003303744.1:255685-261164	+	GeneID:9462571	AT1G19450.1		IPR000001;IPR000002					
PITG_09451	uncharacterized protein		protein_coding	NW_003303744.1:261500-262232	-	GeneID:9462572	AT2G19451.1		IPR000001;IPR000002					
PITG_09452	MMP37-like protein		protein_coding	NW_003303744.1:263529-264423	+	GeneID:9462573	AT3G19452.1	MMP37-like protein	IPR000001;IPR000002				A0A155A30C	
PITG_09453	uncharacterized protein		protein_coding	NW_003303744.1:264714-265858	-	GeneID:9462574	AT4G19453.1		IPR000001;IPR000002					
PITG_09454	nitroreductase family, putative		protein_coding	NW_003303744.1:267009-267861	+	GeneID:9462575	AT5G19454.1	nitroreductase family	IPR000001;IPR000002				A0AEF8B46A	
PITG_09456	nitroreductase family, putative		protein_coding	NW_003303744.1:287419-288262	+	GeneID:9462576	AT2G19456.1	nitroreductase family	IPR000001;IPR000002				A0A288C314	
PITG_09457	pectin lyase, putative		protein_coding	NW_003303744.1:288713-289766	-	GeneID:9462577	AT3G19457.1	pectin lyase	IPR000001;IPR000002				A0A78D65C2	
PITG_09459	nitroreductase family, putative		protein_coding	NW_003303744.1:322761-323968	-	GeneID:9462580	AT5G19459.1	nitroreductase family	IPR000001;IPR000002				A0A2080508	
PITG_09462	uncharacterized protein		protein_coding	NW_003303744.1:352800-354196	+	GeneID:9462581	AT3G19462.1		IPR000001;IPR000002					
PITG_09463	uncharacterized protein		protein_coding	NW_003303744.1:365109-366947	+	GeneID:9462582	AT4G19463.1		IPR000001;IPR000002					
PITG_09464	uncharacterized protein		protein_coding	NW_003303744.1:392655-393121	-	GeneID:9462583	AT5G19464.1		IPR000001;IPR000002					
PITG_09465	pectin lyase, putative		protein_coding	NW_003303744.1:489115-490455	+	GeneID:9462584	AT1G19465.1	pectin lyase	IPR000001;IPR000002				A0A1153D6F	
PITG_09466	pectin lyase, putative		protein_coding	NW_003303744.1:519069-519671	-	GeneID:9462585	AT2G19466.1	pectin lyase	IPR000001;IPR000002				A0AFA1BC0A	
PITG_09467	pectin lyase, putative		protein_coding	NW_003303744.1:526966-527661	+	GeneID:9462586	AT3G19467.1	pectin lyase	IPR000001;IPR000002				A0A1952B3F	
PITG_09468	uncharacterized protein		protein_coding	NW_003303744.1:532061-534038	+	GeneID:9462587	AT4G19468.1		IPR000001;IPR000002					
