GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref
PITG_13817	uncharacterized protein		protein_coding	NW_003303729.1:750689-751331	-	GeneID:9461450
PITG_13819	uncharacterized protein		protein_coding	NW_003303729.1:768770-771145	+	GeneID:9461451
PITG_13824	uncharacterized protein		protein_coding	NW_003303729.1:780830-781143	+	GeneID:9461453
PITG_13825	ras family GTPase, putative		protein_coding	NW_003303729.1:782577-783194	-	GeneID:9461454
PITG_13826	hybrid signal transduction histidine kinase, putative		protein_coding	NW_003303729.1:783315-795960	-	GeneID:9461455
PITG_13827	uncharacterized protein		protein_coding	NW_003303729.1:796816-799803	+	GeneID:9461456
PITG_13828	histone H3		protein_coding	NW_003303729.1:799817-800514	-	GeneID:9461457
PITG_13829	uncharacterized protein		protein_coding	NW_003303729.1:800794-801602	+	GeneID:9461458
PITG_13830	uncharacterized protein		protein_coding	NW_003303729.1:803390-804991	+	GeneID:9461459
PITG_13831	tryptophanyl-tRNA synthetase		protein_coding	NW_003303729.1:805040-806730	-	GeneID:9461460
PITG_13832	delta-aminolevulinic acid dehydratase, putative		protein_coding	NW_003303729.1:806886-807969	-	GeneID:9461461
PITG_13833	uncharacterized protein		protein_coding	NW_003303729.1:808109-809782	+	GeneID:9461462
PITG_13834	vacuolar protein, putative		protein_coding	NW_003303729.1:809950-821104	+	GeneID:9461463
PITG_13835	uncharacterized protein		protein_coding	NW_003303729.1:822139-823072	-	GeneID:9461464
PITG_13836	cleavage induced predicted protein		protein_coding	NW_003303729.1:825012-827185	+	GeneID:9461465
PITG_13837	uncharacterized protein		protein_coding	NW_003303729.1:827645-827959	+	GeneID:9461466
PITG_13838	polycomb protein EZH2, putative		protein_coding	NW_003303729.1:837172-839995	-	GeneID:9461467
PITG_13839	uncharacterized protein		protein_coding	NW_003303729.1:842513-843023	+	GeneID:9461468
PITG_13840	uncharacterized protein		protein_coding	NW_003303729.1:843416-844684	+	GeneID:9461469
PITG_13841	uncharacterized protein		protein_coding	NW_003303729.1:845110-848547	+	GeneID:9461470
PITG_13842	uncharacterized protein		protein_coding	NW_003303729.1:848757-850966	+	GeneID:9461471
PITG_13843	uncharacterized protein		protein_coding	NW_003303729.1:850502-850957	-	GeneID:9461472
PITG_13844	uncharacterized protein		protein_coding	NW_003303729.1:851185-853251	+	GeneID:9461473
PITG_13845	uncharacterized protein		protein_coding	NW_003303729.1:853502-855779	-	GeneID:9461474
PITG_13846	WD repeat protein 39		protein_coding	NW_003303729.1:856059-857153	+	GeneID:9461475
PITG_13847	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303729.1:857328-858866	-	GeneID:9461476
PITG_13848	uncharacterized protein		protein_coding	NW_003303729.1:908825-911640	+	GeneID:9461477
PITG_13849	GDP-mannose transporter, putative		protein_coding	NW_003303729.1:910522-911541	-	GeneID:9461478
PITG_13850	uncharacterized protein		protein_coding	NW_003303729.1:911751-914575	+	GeneID:9461479
PITG_13851	uncharacterized protein		protein_coding	NW_003303729.1:914599-916338	-	GeneID:9461480
PITG_13852	uncharacterized protein		protein_coding	NW_003303729.1:922980-924487	+	GeneID:9461481
PITG_13853	uncharacterized protein		protein_coding	NW_003303729.1:930454-931661	+	GeneID:9461482
PITG_13854	uncharacterized protein		protein_coding	NW_003303729.1:931658-933868	-	GeneID:9461483
PITG_13855	phosphatidic acid phosphatase		protein_coding	NW_003303729.1:934116-935005	-	GeneID:9461484
PITG_13856	uncharacterized protein		protein_coding	NW_003303729.1:935534-936245	-	GeneID:9461485
PITG_13858	uncharacterized protein		protein_coding	NW_003303729.1:941246-942235	+	GeneID:9461486
PITG_13860	protein kinase, putative		protein_coding	NW_003303729.1:945548-946693	+	GeneID:9461487
PITG_13861	uncharacterized protein		protein_coding	NW_003303729.1:946709-948080	-	GeneID:9461488
PITG_13862	uncharacterized protein		protein_coding	NW_003303729.1:948291-949178	-	GeneID:9461489
PITG_13863	uncharacterized protein		protein_coding	NW_003303729.1:954066-954631	-	GeneID:9461490
PITG_13865	cytochrome P450, putative		protein_coding	NW_003303729.1:966101-967645	-	GeneID:9461491
PITG_13866	uncharacterized protein		protein_coding	NW_003303729.1:968463-968765	-	GeneID:9461492
PITG_13867	alpha-glucosidase, putative		protein_coding	NW_003303729.1:970152-970850	-	GeneID:9461493
PITG_13868	alpha-glucosidase, putative		protein_coding	NW_003303729.1:970887-973414	-	GeneID:9461494
PITG_13873	alpha-glucosidase, putative		protein_coding	NW_003303729.1:994124-996705	+	GeneID:9461495
PITG_13874	uncharacterized protein		protein_coding	NW_003303729.1:996761-999020	-	GeneID:9461496
PITG_13875	uncharacterized protein		protein_coding	NW_003303729.1:1000266-1005608	-	GeneID:9461497
PITG_13879	uncharacterized protein		protein_coding	NW_003303729.1:1012935-1014119	+	GeneID:9461498
PITG_13880	uncharacterized protein		protein_coding	NW_003303729.1:1015938-1017169	+	GeneID:9461499
PITG_13881	uncharacterized protein		protein_coding	NW_003303729.1:1017288-1018241	+	GeneID:9461500
PITG_13882	uncharacterized protein		protein_coding	NW_003303729.1:1018466-1020526	-	GeneID:9461581
PITG_13883	uncharacterized protein		protein_coding	NW_003303729.1:1023138-1025508	-	GeneID:9461582
PITG_13887	AMP-binding enzyme, putative		protein_coding	NW_003303729.1:1053993-1055588	+	GeneID:9461583
PITG_13888	4-coumarate-CoA ligase, putative		protein_coding	NW_003303729.1:1055816-1057603	+	GeneID:9461584
PITG_13889	4-coumarate-CoA ligase, putative		protein_coding	NW_003303729.1:1059067-1061306	+	GeneID:9461585
PITG_13890	uncharacterized protein		protein_coding	NW_003303729.1:1062354-1062672	+	GeneID:9461586
PITG_13891	uncharacterized protein		protein_coding	NW_003303729.1:1062865-1064875	+	GeneID:9461587
PITG_13892	uncharacterized protein		protein_coding	NW_003303729.1:1065071-1066924	+	GeneID:9461588
PITG_13893	uncharacterized protein		protein_coding	NW_003303729.1:1066966-1067428	-	GeneID:9461589
PITG_13894	uncharacterized protein		protein_coding	NW_003303729.1:1067544-1068113	+	GeneID:9461590
PITG_13895	sporangia induced conserved hypothetical protein		protein_coding	NW_003303729.1:1068414-1070725	-	GeneID:9461591
PITG_13896	uncharacterized protein		protein_coding	NW_003303729.1:1071435-1072934	+	GeneID:9461592
PITG_13897	uncharacterized protein		protein_coding	NW_003303729.1:1073038-1076847	-	GeneID:9461593
PITG_13898	uncharacterized protein		protein_coding	NW_003303729.1:1077518-1078550	+	GeneID:9461594
PITG_13899	uncharacterized protein		protein_coding	NW_003303729.1:1078549-1079434	-	GeneID:9461595
PITG_13900	uncharacterized protein		protein_coding	NW_003303729.1:1080021-1080779	+	GeneID:9461596
PITG_13901	uncharacterized protein		protein_coding	NW_003303729.1:1080768-1084048	-	GeneID:9461597
PITG_13902	uncharacterized protein		protein_coding	NW_003303729.1:1085771-1086679	+	GeneID:9461598
PITG_13903	uncharacterized protein		protein_coding	NW_003303729.1:1094391-1095361	+	GeneID:9461599
PITG_13904	uncharacterized protein		protein_coding	NW_003303729.1:1095721-1099199	+	GeneID:9461600
PITG_13905	116 kDa U5 small nuclear ribonucleoprotein component, putative		protein_coding	NW_003303729.1:1099342-1102430	+	GeneID:9461601
PITG_13906	uncharacterized protein		protein_coding	NW_003303729.1:1102955-1104279	+	GeneID:9461602
PITG_13907	uncharacterized protein		protein_coding	NW_003303729.1:1104556-1105038	-	GeneID:9461603
PITG_13908	uncharacterized protein		protein_coding	NW_003303729.1:1105177-1105951	-	GeneID:9461604
PITG_13909	uncharacterized protein		protein_coding	NW_003303729.1:1106123-1107465	+	GeneID:9461605
PITG_13910	uncharacterized protein		protein_coding	NW_003303729.1:1107522-1108641	-	GeneID:9461606
PITG_13911	uncharacterized protein		protein_coding	NW_003303729.1:1109536-1110280	+	GeneID:9461607
PITG_13912	uncharacterized protein		protein_coding	NW_003303729.1:1111042-1111409	+	GeneID:9461608
PITG_13913	SUMO protease, putative		protein_coding	NW_003303729.1:1111523-1113603	-	GeneID:9461609
PITG_13914	protein kinase, putative		protein_coding	NW_003303729.1:1137597-1138820	-	GeneID:9461610
PITG_13915	uncharacterized protein		protein_coding	NW_003303729.1:1139327-1143185	+	GeneID:9461611
PITG_13916	uncharacterized protein		protein_coding	NW_003303729.1:1146558-1147103	+	GeneID:9461612
PITG_13917	lipid-A-disaccharide synthase, putative		protein_coding	NW_003303729.1:1173006-1174718	-	GeneID:9461613
PITG_13918	N-terminal acetyltransferase A complex subunit nat1-like protein		protein_coding	NW_003303729.1:1175022-1177585	-	GeneID:9461614
PITG_13919	uncharacterized protein		protein_coding	NW_003303729.1:1177807-1178710	-	GeneID:9461615
PITG_13920	phosphatidylinositol kinase (PIK-D)		protein_coding	NW_003303729.1:1179212-1182280	+	GeneID:9461616
PITG_13921	uncharacterized protein		protein_coding	NW_003303729.1:1182434-1183612	-	GeneID:9461617
PITG_13922	proline-rich protein 6		protein_coding	NW_003303729.1:1184234-1184644	-	GeneID:9461618
PITG_13923	kinesin-like protein		protein_coding	NW_003303729.1:1198590-1201301	+	GeneID:9461619
PITG_13924	bifunctional aspartokinase/homoserine dehydrogenase, putative		protein_coding	NW_003303729.1:1202491-1205226	-	GeneID:9461620
PITG_13925	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303729.1:1205568-1207034	+	GeneID:9461621
PITG_13926	uncharacterized protein		protein_coding	NW_003303729.1:1207093-1208807	+	GeneID:9461622
PITG_13927	uncharacterized protein		protein_coding	NW_003303729.1:1209885-1210997	-	GeneID:9461623
PITG_13929	uncharacterized protein		protein_coding	NW_003303729.1:1243508-1245309	+	GeneID:9461624
PITG_13930	avr2 family secreted RxLR effector peptide protein, putative		protein_coding	NW_003303729.1:1248179-1248523	-	GeneID:9461625
PITG_13934	calcium-dependent protein kinase, putative		protein_coding	NW_003303729.1:1280377-1282475	+	GeneID:9461626
PITG_13935	uncharacterized protein		protein_coding	NW_003303729.1:1290303-1291001	-	GeneID:9461627
PITG_13936	avr2 family secreted RxLR effector peptide protein, putative		protein_coding	NW_003303729.1:1300754-1301044	+	GeneID:9461628
PITG_13937	uncharacterized protein		protein_coding	NW_003303729.1:1301910-1302575	+	GeneID:9461629
PITG_13938	uncharacterized protein		protein_coding	NW_003303729.1:1310285-1311239	-	GeneID:9461630
PITG_13939	uncharacterized protein		protein_coding	NW_003303729.1:1312681-1315641	+	GeneID:9461631
PITG_13940	avr2 family secreted RxLR effector peptide protein, putative		protein_coding	NW_003303729.1:1349582-1349926	+	GeneID:9461633
PITG_13941	uncharacterized protein		protein_coding	NW_003303729.1:1351041-1351559	+	GeneID:9461634
PITG_13942	uncharacterized protein		protein_coding	NW_003303729.1:1358561-1359441	+	GeneID:9461635
PITG_13946	uncharacterized protein		protein_coding	NW_003303729.1:1442650-1444481	+	GeneID:9461637
PITG_13947	uncharacterized protein		protein_coding	NW_003303729.1:1446053-1446676	+	GeneID:9461638
PITG_13948	CRN domain-containing protein-containing protein		protein_coding	NW_003303729.1:1448495-1449164	-	GeneID:9461639
PITG_13949	uncharacterized protein		protein_coding	NW_003303729.1:1451715-1453547	+	GeneID:9461640
PITG_13950	CRN domain-containing protein-containing protein		protein_coding	NW_003303729.1:1455080-1455718	-	GeneID:9461641
PITG_13951	uncharacterized protein		protein_coding	NW_003303729.1:1457294-1457938	+	GeneID:9461642
PITG_13952	CRN domain-containing protein-containing protein		protein_coding	NW_003303729.1:1459475-1460111	-	GeneID:9461643
PITG_13953	CRN domain-containing protein-containing protein		protein_coding	NW_003303729.1:1461671-1462306	-	GeneID:9461644
PITG_13954	uncharacterized protein		protein_coding	NW_003303729.1:1464266-1464529	+	GeneID:9461645
PITG_13955	CRN domain-containing protein-containing protein		protein_coding	NW_003303729.1:1466180-1466702	-	GeneID:9461646
PITG_13956	avr2 family secreted RxLR effector peptide protein, putative		protein_coding	NW_003303729.1:1470702-1471046	+	GeneID:9461647
PITG_13959	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303729.1:1554306-1554695	+	GeneID:9461650
PITG_13960	endoribonuclease L-PSP, putative		protein_coding	NW_003303729.1:1571438-1572137	+	GeneID:9461651
PITG_13963	uncharacterized protein		protein_coding	NW_003303729.1:1601688-1604355	-	GeneID:9461653
PITG_13964	uncharacterized protein		protein_coding	NW_003303729.1:1604736-1605584	+	GeneID:9461654
PITG_13965	uncharacterized protein		protein_coding	NW_003303729.1:1612015-1612883	-	GeneID:9461655
PITG_13966	uncharacterized protein		protein_coding	NW_003303729.1:1614979-1616004	+	GeneID:9461656
PITG_13967	uncharacterized protein		protein_coding	NW_003303729.1:1617707-1618390	-	GeneID:9461658
PITG_13968	dynein heavy chain		protein_coding	NW_003303729.1:1619655-1632835	+	GeneID:9461659
PITG_13969	uncharacterized protein		protein_coding	NW_003303729.1:1632985-1633529	+	GeneID:9461660
PITG_13970	uncharacterized protein		protein_coding	NW_003303729.1:1635708-1637734	+	GeneID:9461661
PITG_13971	uncharacterized protein		protein_coding	NW_003303729.1:1637926-1639726	+	GeneID:9461823
PITG_13972	U6 snRNA-associated Sm-like protein LSm6, putative		protein_coding	NW_003303729.1:1639767-1640222	-	GeneID:9461824
PITG_13973	uncharacterized protein		protein_coding	NW_003303729.1:1642425-1643110	+	GeneID:9461825
PITG_13974	uncharacterized protein		protein_coding	NW_003303729.1:1643150-1643869	-	GeneID:9461826
PITG_13975	uncharacterized protein		protein_coding	NW_003303729.1:1645332-1645702	+	GeneID:9461827
PITG_13976	DEAD/DEAH box RNA helicase, putative		protein_coding	NW_003303729.1:1645875-1647376	+	GeneID:9461828
PITG_13977	serine/threonine-protein phosphatase 6 regulatory subunit, putative		protein_coding	NW_003303729.1:1648112-1650622	-	GeneID:9461829
PITG_13979	uncharacterized protein		protein_coding	NW_003303729.1:1656706-1657534	+	GeneID:9461830
PITG_13980	ARP2/3 complex 20 kDa subunit		protein_coding	NW_003303729.1:1657557-1658897	-	GeneID:9461831
PITG_13981	uncharacterized protein		protein_coding	NW_003303729.1:1667361-1668929	+	GeneID:9461832
PITG_13983	uncharacterized protein		protein_coding	NW_003303729.1:1677741-1678267	+	GeneID:9461833
PITG_13985	uncharacterized protein		protein_coding	NW_003303729.1:1700546-1701620	-	GeneID:9461834
PITG_13986	trafficking protein particle complex subunit 3		protein_coding	NW_003303729.1:1706110-1707134	-	GeneID:9461835
PITG_13987	uncharacterized protein		protein_coding	NW_003303729.1:1709645-1709845	+	GeneID:9461836
PITG_13988	uncharacterized protein		protein_coding	NW_003303729.1:1713599-1717141	-	GeneID:9461837
PITG_13989	uncharacterized protein		protein_coding	NW_003303729.1:1745965-1747025	+	GeneID:9461838
PITG_13990	uncharacterized protein		protein_coding	NW_003303729.1:1747098-1747609	+	GeneID:9461839
PITG_13991	nicotinate phosphoribosyltransferase, putative		protein_coding	NW_003303729.1:1747698-1749531	-	GeneID:9461840
PITG_13992	uncharacterized protein		protein_coding	NW_003303729.1:1767801-1768634	-	GeneID:9461841
PITG_13994	crinkler (CRN) domain-containing protein, putative		protein_coding	NW_003303729.1:1806428-1807779	+	GeneID:9461842
PITG_13995	uncharacterized protein		protein_coding	NW_003303729.1:1810314-1811371	-	GeneID:9461843
PITG_13997	serine/threonine protein kinase		protein_coding	NW_003303729.1:1854459-1858315	+	GeneID:9461844
PITG_13998	uncharacterized protein		protein_coding	NW_003303729.1:1858696-1859440	+	GeneID:9461845
PITG_13999	protein phosphatase 1 regulatory subunit, putative		protein_coding	NW_003303729.1:1859530-1860656	-	GeneID:9461846
PITG_14000	uncharacterized protein		protein_coding	NW_003303729.1:1860841-1862153	+	GeneID:9461847
PITG_14001	mitogen-activated protein kinase, putative		protein_coding	NW_003303729.1:1862291-1863508	+	GeneID:9461848
PITG_14002	uncharacterized protein		protein_coding	NW_003303729.1:1865450-1866946	-	GeneID:9461849
PITG_14003	uncharacterized protein		protein_coding	NW_003303729.1:1879188-1880912	+	GeneID:9461850
PITG_14005	uncharacterized protein		protein_coding	NW_003303729.1:1918739-1920391	+	GeneID:9461851
PITG_14006	N-acetyltransferase, putative		protein_coding	NW_003303729.1:1920468-1921297	-	GeneID:9461852
PITG_14007	uncharacterized protein		protein_coding	NW_003303729.1:1921741-1924133	+	GeneID:9461853
PITG_14008	uncharacterized protein		protein_coding	NW_003303729.1:1924136-1925841	-	GeneID:9461854
PITG_14009	pre-mRNA-splicing factor ATP-dependent RNA helicase, putative		protein_coding	NW_003303729.1:1934554-1937412	-	GeneID:9461855
PITG_14010	uncharacterized protein		protein_coding	NW_003303729.1:1938016-1939560	-	GeneID:9461856
PITG_14012	uncharacterized protein		protein_coding	NW_003303729.1:1945627-1947031	+	GeneID:9461857
PITG_14013	cytochrome P450, putative		protein_coding	NW_003303729.1:1958109-1959675	-	GeneID:9461858
PITG_14014	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303729.1:1960191-1964205	-	GeneID:9461859
PITG_14015	uncharacterized protein		protein_coding	NW_003303729.1:1969946-1970400	-	GeneID:9461860
PITG_14016	cytochrome P450, putative		protein_coding	NW_003303729.1:1971281-1971865	+	GeneID:9461861
PITG_14018	cytochrome P450, putative		protein_coding	NW_003303729.1:1974340-1974816	+	GeneID:9461862
PITG_14020	uncharacterized protein		protein_coding	NW_003303729.1:2013932-2014588	-	GeneID:9461863
PITG_14021	uncharacterized protein		protein_coding	NW_003303729.1:2015258-2016163	-	GeneID:9461864
